"Date","Price","Open","High","Low","Vol.","Change %"
"04/05/2021","24.816","25.075","25.170","24.705","2.43K","-0.67%"
"04/01/2021","24.983","24.495","25.075","24.325","4.69K","1.67%"
"03/31/2021","24.572","24.095","24.585","23.785","2.89K","1.63%"
"03/30/2021","24.177","24.745","24.790","23.925","4.31K","-2.55%"
"03/29/2021","24.810","25.135","25.165","24.530","2.75K","-1.36%"
"03/26/2021","25.152","25.165","25.350","24.970","3.07K","0.28%"
"03/25/2021","25.081","25.220","25.285","24.475","4.20K","-0.72%"
"03/24/2021","25.264","25.130","25.415","25.050","2.94K","0.03%"
"03/23/2021","25.257","25.860","25.895","25.085","3.55K","-2.09%"
"03/22/2021","25.795","26.355","26.355","25.485","2.82K","-2.10%"
"03/19/2021","26.348","26.175","26.390","25.980","2.55K","-0.11%"
"03/18/2021","26.378","26.490","26.755","25.905","2.06K","1.12%"
"03/17/2021","26.086","26.050","26.635","25.845","1.60K","0.21%"
"03/16/2021","26.031","26.360","26.435","25.935","2.04K","-1.08%"
"03/15/2021","26.316","26.085","26.400","25.890","1.73K","1.47%"
"03/12/2021","25.934","26.205","26.245","25.470","2.40K","-1.08%"
"03/11/2021","26.216","26.310","26.560","25.925","3.45K","0.23%"
"03/10/2021","26.155","26.070","26.340","25.680","2.06K","-0.21%"
"03/09/2021","26.210","25.260","26.240","25.155","3.14K","3.63%"
"03/08/2021","25.293","25.430","25.945","25.015","3.90K","-0.10%"
"03/05/2021","25.318","25.320","25.520","24.880","3.39K","-0.69%"
"03/04/2021","25.495","26.245","26.395","25.155","4.91K","-3.49%"
"03/03/2021","26.416","26.880","26.890","25.905","3.39K","-1.82%"
"03/02/2021","26.907","26.590","26.980","25.850","2.43K","0.75%"
"03/01/2021","26.706","26.695","27.185","26.540","2.40K","0.89%"
"02/26/2021","26.470","27.530","27.665","26.250","3.26K","-4.50%"
"02/25/2021","27.716","28.020","28.350","27.400","3.09K","-0.76%"
"02/24/2021","27.928","27.785","28.150","27.415","62.15K","0.67%"
"02/23/2021","27.742","28.310","28.470","27.335","65.50K","-1.38%"
"02/22/2021","28.131","27.590","28.390","27.370","49.41K","3.07%"
"02/19/2021","27.293","27.145","27.740","26.155","28.35K","0.65%"
"02/18/2021","27.118","27.490","27.625","26.940","21.76K","-0.87%"
"02/17/2021","27.357","27.345","27.530","26.960","13.70K","-0.04%"
"02/16/2021","27.368","27.505","28.105","26.910","22.02K","0.16%"
"02/15/2021","27.325","27.490","28.075","26.870","129.34K","-0.16%"
"02/12/2021","27.368","27.085","27.535","26.970","10.80K","1.02%"
"02/11/2021","27.091","27.155","27.385","26.800","16.27K","-0.11%"
"02/10/2021","27.120","27.400","27.625","26.925","15.51K","-1.16%"
"02/09/2021","27.439","27.400","27.895","27.170","16.36K","-0.59%"
"02/08/2021","27.602","27.185","27.730","26.965","17.25K","2.01%"
"02/05/2021","27.058","26.465","27.135","26.310","19.65K","3.00%"
"02/04/2021","26.271","27.005","27.025","25.980","6.27K","-2.40%"
"02/03/2021","26.918","26.735","27.260","26.580","8.37K","1.84%"
"02/02/2021","26.431","28.840","29.015","26.385","18.37K","-9.99%"
"02/01/2021","29.364","28.410","30.040","28.155","35.17K","8.95%"
"01/29/2021","26.953","26.630","27.795","26.215","10.56K","3.79%"
"01/28/2021","25.968","25.360","27.145","24.955","11.33K","2.07%"
"01/27/2021","25.442","25.585","25.585","24.775","4.23K","-0.57%"
"01/26/2021","25.589","25.450","25.760","25.300","2.55K","0.22%"
"01/25/2021","25.534","25.620","25.880","25.290","2.49K","-0.27%"
"01/22/2021","25.603","26.045","26.045","25.090","2.76K","-1.15%"
"01/21/2021","25.901","25.940","26.165","25.745","2.08K","0.33%"
"01/20/2021","25.817","25.345","25.995","25.140","2.73K","1.75%"
"01/19/2021","25.373","24.850","25.520","24.095","3.07K","0.21%"
"01/18/2021","25.320","24.835","25.480","24.040","108.90K","1.61%"
"01/15/2021","24.919","25.650","25.910","24.670","2.80K","-3.64%"
"01/14/2021","25.861","25.430","26.025","25.175","2.58K","0.91%"
"01/13/2021","25.629","25.745","25.835","25.300","2.42K","0.53%"
"01/12/2021","25.495","25.110","25.775","25.110","2.70K","0.60%"
"01/11/2021","25.343","25.520","25.650","24.425","4.68K","2.61%"
"01/08/2021","24.699","27.320","27.320","24.605","4.79K","-9.63%"
"01/07/2021","27.330","27.450","27.550","27.090","1.56K","0.80%"
"01/06/2021","27.112","27.805","28.150","26.785","2.75K","-2.16%"
"01/05/2021","27.711","27.390","27.915","27.235","1.25K","1.01%"
"01/04/2021","27.434","26.825","27.810","26.825","4.16K","3.63%"
"12/31/2020","26.473","26.855","26.910","26.420","0.70K","-0.60%"
"12/30/2020","26.633","26.395","26.890","26.385","2.23K","1.59%"
"12/29/2020","26.217","26.450","26.770","26.075","64.31K","-1.21%"
"12/28/2020","26.539","26.130","26.980","26.000","81.41K","2.44%"
"12/24/2020","25.908","25.740","26.080","25.535","35.14K","-0.05%"
"12/23/2020","25.921","25.315","25.960","25.185","65.50K","1.51%"
"12/22/2020","25.535","26.420","26.815","25.225","108.02K","-3.20%"
"12/21/2020","26.379","26.110","27.635","25.120","133.74K","1.33%"
"12/18/2020","26.033","26.255","26.350","25.865","70.35K","-0.57%"
"12/17/2020","26.181","25.500","26.305","25.335","97.95K","4.51%"
"12/16/2020","25.052","24.645","25.640","24.575","97.98K","1.66%"
"12/15/2020","24.644","23.965","24.700","23.940","62.40K","2.48%"
"12/14/2020","24.047","24.140","24.365","23.755","55.68K","-0.19%"
"12/11/2020","24.092","24.135","24.245","23.690","50.25K","-0.01%"
"12/10/2020","24.094","24.055","24.430","23.825","58.69K","0.43%"
"12/09/2020","23.990","24.735","24.755","23.695","84.50K","-3.02%"
"12/08/2020","24.736","24.655","25.015","24.550","58.83K","-0.23%"
"12/07/2020","24.794","24.310","24.940","23.630","83.05K","2.23%"
"12/04/2020","24.253","24.195","24.585","24.065","68.53K","0.48%"
"12/03/2020","24.137","24.220","24.420","23.850","73.44K","0.24%"
"12/02/2020","24.080","24.130","24.455","23.680","76.79K","-0.04%"
"12/01/2020","24.090","22.700","24.180","22.665","89.39K","6.63%"
"11/30/2020","22.593","22.780","22.830","21.960","95.29K","-0.20%"
"11/27/2020","22.639","23.485","23.575","22.400","94.53K","0.00%"
"11/26/2020","22.639","23.485","23.575","22.400","94.53K","-3.44%"
"11/25/2020","23.446","23.390","23.640","23.210","31.88K","0.15%"
"11/24/2020","23.410","23.735","23.765","23.050","44.02K","-1.46%"
"11/23/2020","23.757","24.305","24.575","23.575","26.23K","-3.00%"
"11/20/2020","24.491","24.200","24.715","24.075","19.85K","1.35%"
"11/19/2020","24.164","24.530","24.530","23.790","18.97K","-1.60%"
"11/18/2020","24.558","24.685","24.885","24.355","14.18K","-0.84%"
"11/17/2020","24.766","24.970","25.015","24.560","9.76K","-0.61%"
"11/16/2020","24.917","24.900","25.285","24.405","11.96K","0.04%"
"11/13/2020","24.907","24.485","25.025","24.360","9.54K","1.89%"
"11/12/2020","24.446","24.535","24.610","24.250","14.73K","0.16%"
"11/11/2020","24.406","24.425","24.640","23.955","15.22K","-0.80%"
"11/10/2020","24.602","24.320","24.710","24.100","16.97K","3.20%"
"11/09/2020","23.839","26.100","26.270","23.745","23.89K","-7.64%"
"11/06/2020","25.811","25.590","26.105","25.160","16.40K","1.89%"
"11/05/2020","25.331","24.150","25.680","24.105","9.75K","5.40%"
"11/04/2020","24.034","24.680","24.750","23.445","6.54K","-1.85%"
"11/03/2020","24.488","24.335","24.620","24.140","5.86K","1.25%"
"11/02/2020","24.186","23.785","24.355","23.630","4.37K","1.63%"
"10/30/2020","23.799","23.535","24.055","23.390","4.72K","1.22%"
"10/29/2020","23.511","23.585","23.800","22.805","3.45K","0.44%"
"10/28/2020","23.408","23.995","23.995","23.180","0.05K","-4.91%"
"10/27/2020","24.616","24.700","24.770","24.415","0.01K","0.60%"
"10/26/2020","24.470","24.660","24.660","24.260","0.03K","-1.02%"
"10/23/2020","24.723","24.840","24.860","24.735","0.01K","-0.13%"
"10/22/2020","24.754","25.070","25.135","24.700","0.03K","-2.08%"
"10/21/2020","25.281","25.240","25.455","25.125","0.04K","1.04%"
"10/20/2020","25.022","24.620","24.790","24.535","0.02K","1.14%"
"10/19/2020","24.741","24.795","25.080","24.635","0.03K","1.14%"
"10/16/2020","24.461","24.350","24.700","24.350","0.02K","0.75%"
"10/15/2020","24.280","24.180","24.470","23.820","0.03K","-0.70%"
"10/14/2020","24.451","24.220","24.575","24.220","0.01K","1.13%"
"10/13/2020","24.178","25.345","25.345","24.295","0.04K","-4.51%"
"10/12/2020","25.320","25.445","25.575","25.075","0.04K","0.69%"
"10/09/2020","25.147","24.510","25.305","24.350","0.04K","5.15%"
"10/08/2020","23.915","23.985","24.335","23.985","0.01K","-0.09%"
"10/07/2020","23.937","23.685","24.000","23.685","0.02K","-0.10%"
"10/06/2020","23.962","24.550","24.565","23.875","0.02K","-2.59%"
"10/05/2020","24.600","23.905","24.620","23.905","0.02K","2.21%"
"10/02/2020","24.069","23.670","24.240","23.670","0.03K","-0.93%"
"10/01/2020","24.294","23.665","24.300","23.665","0.01K","3.23%"
"09/30/2020","23.534","24.470","24.470","23.400","0.03K","-3.88%"
"09/29/2020","24.485","23.900","24.540","23.650","0.02K","3.73%"
"09/28/2020","23.604","22.995","23.860","22.610","78.58K","2.21%"
"09/25/2020","23.093","23.240","23.415","22.520","92.92K","-0.44%"
"09/24/2020","23.196","22.875","23.440","21.810","159.01K","0.39%"
"09/23/2020","23.105","24.525","24.620","22.725","151.99K","-5.78%"
"09/22/2020","24.523","24.785","25.300","23.910","109.44K","0.56%"
"09/21/2020","24.387","27.005","27.130","23.780","180.81K","-10.11%"
"09/18/2020","27.129","27.285","27.580","26.870","52.42K","0.11%"
"09/17/2020","27.100","27.345","27.400","26.405","95.31K","-1.37%"
"09/16/2020","27.476","27.350","27.705","27.055","63.70K","0.04%"
"09/15/2020","27.464","27.380","27.865","27.195","60.45K","0.40%"
"09/14/2020","27.355","26.910","27.545","26.850","53.42K","1.85%"
"09/11/2020","26.857","27.035","27.240","26.725","60.57K","-1.59%"
"09/10/2020","27.291","27.185","27.755","26.865","86.96K","0.77%"
"09/09/2020","27.083","26.905","27.325","26.565","60.07K","0.34%"
"09/08/2020","26.991","27.040","27.385","25.985","139.90K","0.00%"
"09/07/2020","26.991","27.040","27.385","25.985","139.90K","1.04%"
"09/04/2020","26.712","26.765","27.245","26.455","114.60K","-0.61%"
"09/03/2020","26.875","27.635","27.890","26.630","125.57K","-1.90%"
"09/02/2020","27.395","28.385","28.540","27.275","126.39K","-4.36%"
"09/01/2020","28.645","28.430","29.235","27.835","115.76K","0.18%"
"08/31/2020","28.594","27.830","28.650","27.790","91.97K","2.89%"
