"Date","Price","Open","High","Low","Vol.","Change %"
"12/29/2017","17.221","16.970","17.250","16.950","1.05K","1.31%"
"12/28/2017","16.998","16.860","17.005","16.795","1.17K","1.44%"
"12/27/2017","16.756","16.610","16.785","16.555","58.14K","0.92%"
"12/26/2017","16.604","16.445","16.640","16.365","42.30K","0.97%"
"12/22/2017","16.444","16.180","16.485","16.165","52.82K","1.26%"
"12/21/2017","16.239","16.235","16.305","16.140","46.18K","-0.22%"
"12/20/2017","16.275","16.170","16.320","16.150","57.40K","0.76%"
"12/19/2017","16.153","16.180","16.260","16.095","55.05K","-0.32%"
"12/18/2017","16.205","16.085","16.215","16.050","47.26K","0.88%"
"12/15/2017","16.063","15.920","16.120","15.915","59.07K","0.81%"
"12/14/2017","15.934","16.100","16.150","15.855","72.92K","0.41%"
"12/13/2017","15.869","15.740","16.180","15.685","84.81K","1.28%"
"12/12/2017","15.668","15.730","15.830","15.635","64.63K","-0.74%"
"12/11/2017","15.785","15.845","15.905","15.700","57.10K","-0.24%"
"12/08/2017","15.823","15.745","15.910","15.720","75.62K","0.13%"
"12/07/2017","15.802","15.970","16.005","15.660","76.25K","-0.96%"
"12/06/2017","15.955","16.135","16.170","15.935","71.28K","-0.70%"
"12/05/2017","16.068","16.340","16.380","16.040","85.98K","-1.86%"
"12/04/2017","16.373","16.370","16.455","16.265","71.48K","-0.09%"
"12/01/2017","16.388","16.455","16.585","16.265","99.98K","-0.52%"
"11/30/2017","16.474","16.585","16.625","16.345","93.59K","-0.53%"
"11/29/2017","16.561","16.920","16.965","16.555","112.60K","-2.11%"
"11/28/2017","16.918","17.110","17.180","16.825","82.98K","-1.17%"
"11/27/2017","17.119","17.125","17.270","17.080","42.32K","0.15%"
"11/24/2017","17.093","17.240","17.240","17.035","32.45K","0.59%"
"11/23/2017","16.992","17.120","17.135","16.940","88.82K","-1.30%"
"11/22/2017","17.216","17.050","17.255","17.030","32.71K","0.90%"
"11/21/2017","17.062","16.985","17.135","16.985","28.04K","0.71%"
"11/20/2017","16.941","17.400","17.410","16.920","38.76K","-3.03%"
"11/17/2017","17.471","17.190","17.485","17.120","20.09K","1.76%"
"11/16/2017","17.168","17.075","17.220","17.040","17.14K","0.60%"
"11/15/2017","17.066","17.110","17.300","17.035","16.34K","-0.59%"
"11/14/2017","17.167","17.145","17.185","16.960","11.04K","0.15%"
"11/13/2017","17.141","16.965","17.160","16.910","12.25K","1.04%"
"11/10/2017","16.965","17.075","17.190","16.885","18.44K","-0.62%"
"11/09/2017","17.071","17.140","17.235","17.015","15.43K","-0.95%"
"11/08/2017","17.235","17.060","17.360","17.060","6.81K","1.16%"
"11/07/2017","17.037","17.335","17.340","17.020","11.54K","-1.70%"
"11/06/2017","17.332","16.945","17.365","16.895","7.93K","2.37%"
"11/03/2017","16.930","17.220","17.290","16.870","11.34K","-1.76%"
"11/02/2017","17.234","17.245","17.350","17.145","9.93K","-0.23%"
"11/01/2017","17.274","16.805","17.295","16.775","6.76K","2.88%"
"10/31/2017","16.790","16.955","17.010","16.750","5.19K","-0.91%"
"10/30/2017","16.945","16.945","16.990","16.795","1.87K","0.95%"
"10/27/2017","16.785","16.775","16.865","16.670","0.02K","-0.35%"
"10/26/2017","16.844","17.040","17.040","16.800","0.02K","-0.67%"
"10/25/2017","16.958","16.930","17.005","16.920","0.01K","-0.24%"
"10/24/2017","16.999","17.165","17.195","16.940","0.05K","-0.64%"
"10/23/2017","17.108","17.055","17.140","16.955","0.04K","-0.01%"
"10/20/2017","17.109","17.230","17.265","17.030","0.06K","-1.02%"
"10/19/2017","17.286","17.035","17.300","16.990","0.03K","1.52%"
"10/18/2017","17.028","17.135","17.145","16.965","0.04K","-0.26%"
"10/17/2017","17.072","17.290","17.290","17.045","0.16K","-1.89%"
"10/16/2017","17.401","17.415","17.520","17.190","0.19K","-0.25%"
"10/13/2017","17.444","17.290","17.420","17.275","0.28K","0.84%"
"10/12/2017","17.299","17.285","17.315","17.185","0.13K","0.78%"
"10/11/2017","17.165","17.235","17.285","17.120","0.45K","-0.43%"
"10/10/2017","17.239","17.080","17.305","17.080","0.05K","1.39%"
"10/09/2017","17.002","16.875","17.035","16.855","0.14K","1.08%"
"10/06/2017","16.821","16.660","16.895","16.375","0.27K","0.91%"
"10/05/2017","16.669","16.660","16.795","16.630","0.14K","0.08%"
"10/04/2017","16.656","16.815","16.915","16.650","0.19K","-0.16%"
"10/03/2017","16.682","16.640","16.695","16.625","0.11K","-0.03%"
"10/02/2017","16.687","16.695","16.715","16.625","0.09K","-0.13%"
"09/29/2017","16.709","16.870","16.875","16.705","0.05K","-1.01%"
"09/28/2017","16.880","16.760","16.950","16.760","0.00K","0.31%"
"09/27/2017","16.827","16.870","16.940","16.750","84.70K","-0.33%"
"09/26/2017","16.883","17.200","17.295","16.815","88.63K","-1.54%"
"09/25/2017","17.147","17.030","17.225","16.870","89.51K","0.96%"
"09/22/2017","16.984","17.035","17.100","16.940","53.77K","-0.20%"
"09/21/2017","17.018","17.225","17.225","16.865","87.13K","-1.82%"
"09/20/2017","17.334","17.345","17.445","17.010","81.01K","0.32%"
"09/19/2017","17.279","17.245","17.375","17.160","69.53K","0.72%"
"09/18/2017","17.156","17.655","17.675","17.110","86.39K","-3.08%"
"09/15/2017","17.701","17.845","17.915","17.630","74.83K","-0.49%"
"09/14/2017","17.789","17.845","17.865","17.660","85.70K","-0.44%"
"09/13/2017","17.867","17.970","18.125","17.725","81.84K","-0.13%"
"09/12/2017","17.890","17.885","17.975","17.785","62.46K","-0.07%"
"09/11/2017","17.902","17.920","17.990","17.770","79.83K","-1.22%"
"09/08/2017","18.123","18.205","18.290","17.965","85.95K","0.04%"
"09/07/2017","18.116","17.950","18.225","17.865","89.91K","1.15%"
"09/06/2017","17.910","17.980","18.070","17.885","72.63K","-0.17%"
"09/05/2017","17.941","17.880","18.090","17.835","129.19K","0.00%"
"09/04/2017","17.941","17.880","18.090","17.835","101.15K","0.70%"
"09/01/2017","17.816","17.660","17.825","17.505","101.15K","1.37%"
"08/31/2017","17.575","17.510","17.695","17.340","81.51K","0.41%"
"08/30/2017","17.503","17.440","17.555","17.370","88.59K","-0.07%"
"08/29/2017","17.516","17.610","17.755","17.345","84.98K","-0.07%"
"08/28/2017","17.529","17.100","17.565","17.100","56.19K","2.32%"
"08/25/2017","17.132","17.035","17.260","16.800","43.79K","0.50%"
"08/24/2017","17.046","17.175","17.180","16.895","44.24K","-0.47%"
"08/23/2017","17.126","17.065","17.185","16.990","23.78K","0.39%"
"08/22/2017","17.060","17.090","17.185","16.945","17.72K","-0.21%"
"08/21/2017","17.096","17.000","17.205","16.920","23.19K","0.05%"
"08/18/2017","17.087","17.125","17.405","16.935","14.33K","-0.31%"
"08/17/2017","17.140","17.125","17.130","17.125","9.75K","0.67%"
"08/16/2017","17.026","16.725","17.220","16.700","10.84K","1.34%"
"08/15/2017","16.801","17.100","17.100","16.645","10.61K","-2.37%"
"08/14/2017","17.208","17.225","17.305","17.010","6.43K","0.30%"
"08/11/2017","17.156","17.205","17.280","16.965","13.24K","0.02%"
"08/10/2017","17.152","17.025","17.325","16.940","19.90K","1.20%"
"08/09/2017","16.948","16.520","17.030","16.520","14.98K","2.87%"
"08/08/2017","16.475","16.335","16.545","16.300","13.46K","0.83%"
"08/07/2017","16.339","16.345","16.365","16.190","13.48K","-0.03%"
"08/04/2017","16.344","16.765","16.845","16.265","12.59K","-2.28%"
"08/03/2017","16.725","16.675","16.770","16.520","6.88K","-0.62%"
"08/02/2017","16.830","16.790","17.000","16.555","7.98K","-0.19%"
"08/01/2017","16.862","16.910","16.935","16.690","7.50K","-0.13%"
"07/31/2017","16.884","16.840","16.965","16.770","8.62K","0.54%"
"07/28/2017","16.793","16.660","16.840","16.600","3.19K","0.74%"
"07/27/2017","16.670","16.725","16.905","16.645","5.98K","0.69%"
"07/26/2017","16.556","16.570","16.775","16.390","3.24K","-0.50%"
"07/25/2017","16.640","16.570","16.700","16.340","4.76K","0.60%"
"07/24/2017","16.540","16.600","16.675","16.510","2.33K","-0.08%"
"07/21/2017","16.553","16.395","16.600","16.385","4.19K","0.68%"
"07/20/2017","16.441","16.365","16.490","16.215","2.47K","0.29%"
"07/19/2017","16.393","16.355","16.435","16.230","4.59K","0.17%"
"07/18/2017","16.365","16.195","16.400","16.165","3.87K","1.04%"
"07/17/2017","16.196","16.055","16.270","16.040","2.92K","1.04%"
"07/14/2017","16.029","15.790","16.160","15.680","5.02K","1.53%"
"07/13/2017","15.787","15.965","16.050","15.760","4.54K","-1.24%"
"07/12/2017","15.985","15.900","16.080","15.810","5.21K","0.90%"
"07/11/2017","15.842","15.735","15.915","15.530","6.63K","0.72%"
"07/10/2017","15.728","15.680","15.800","15.245","6.33K","1.31%"
"07/07/2017","15.525","16.175","16.190","15.430","6.14K","-3.48%"
"07/06/2017","16.085","16.160","16.170","16.020","1.18K","0.54%"
"07/05/2017","15.998","16.240","16.295","15.960","5.58K","0.64%"
"07/04/2017","15.896","16.135","16.190","15.850","138.59K","-1.85%"
"07/03/2017","16.196","16.740","16.740","16.185","2.06K","-3.20%"
"06/30/2017","16.732","16.750","16.800","16.615","1.37K","-0.16%"
"06/29/2017","16.759","16.950","17.020","16.725","1.24K","-0.19%"
"06/28/2017","16.791","16.685","16.890","16.680","48.63K","0.84%"
"06/27/2017","16.651","16.560","16.780","16.550","51.95K","0.12%"
"06/26/2017","16.631","16.755","16.785","16.280","27.89K","-0.45%"
"06/23/2017","16.707","16.580","16.825","16.580","32.11K","0.81%"
"06/22/2017","16.573","16.465","16.705","16.465","36.39K","0.85%"
"06/21/2017","16.434","16.485","16.555","16.375","31.73K","-0.25%"
"06/20/2017","16.476","16.515","16.670","16.420","25.12K","-0.54%"
"06/19/2017","16.565","16.715","16.740","16.510","22.24K","-0.93%"
"06/16/2017","16.721","16.785","16.860","16.680","18.20K","-0.36%"
"06/15/2017","16.782","16.945","17.130","16.685","22.28K","-2.48%"
"06/14/2017","17.208","16.885","17.405","16.880","16.37K","2.19%"
"06/13/2017","16.839","17.010","17.015","16.780","23.94K","-1.05%"
"06/12/2017","17.017","17.255","17.285","16.970","24.33K","-1.63%"
"06/09/2017","17.299","17.475","17.490","17.230","11.19K","-1.09%"
"06/08/2017","17.490","17.650","17.755","17.365","10.84K","-1.17%"
"06/07/2017","17.697","17.790","17.800","17.590","6.65K","-0.51%"
"06/06/2017","17.787","17.630","17.820","17.600","6.14K","0.74%"
"06/05/2017","17.657","17.640","17.720","17.570","4.01K","0.32%"
"06/02/2017","17.600","17.250","17.645","17.200","4.79K","1.41%"
"06/01/2017","17.356","17.390","17.430","17.060","5.82K","-0.72%"
"05/31/2017","17.481","17.435","17.495","17.300","4.05K","-0.12%"
"05/30/2017","17.502","17.425","17.540","17.280","5.73K","0.43%"
"05/29/2017","17.427","17.340","17.465","17.205","75.85K","0.17%"
"05/26/2017","17.398","17.210","17.450","17.185","4.16K","0.76%"
"05/25/2017","17.266","17.290","17.325","17.200","4.31K","0.45%"
"05/24/2017","17.189","17.120","17.295","16.970","3.94K","-0.12%"
"05/23/2017","17.210","17.230","17.360","17.110","4.67K","-0.30%"
"05/22/2017","17.262","16.930","17.270","16.915","2.51K","2.34%"
"05/19/2017","16.867","16.715","16.935","16.685","3.62K","0.75%"
"05/18/2017","16.742","16.965","17.000","16.510","10.47K","-1.39%"
"05/17/2017","16.978","16.930","17.100","16.825","7.71K","0.95%"
"05/16/2017","16.818","16.695","16.930","16.695","1.45K","0.88%"
"05/15/2017","16.672","16.530","16.880","16.525","1.32K","1.22%"
"05/12/2017","16.471","16.400","16.535","16.380","3.01K","0.84%"
"05/11/2017","16.334","16.250","16.460","16.250","4.90K","0.35%"
"05/10/2017","16.277","16.260","16.370","16.220","6.24K","0.87%"
"05/09/2017","16.136","16.295","16.365","16.125","3.20K","-1.18%"
"05/08/2017","16.328","16.325","16.520","16.320","1.16K","-0.10%"
"05/05/2017","16.344","16.420","16.590","16.310","1.79K","-0.18%"
"05/04/2017","16.373","16.550","16.660","16.300","1.62K","-1.46%"
"05/03/2017","16.616","16.920","16.965","16.485","2.96K","-1.69%"
"05/02/2017","16.902","16.960","17.070","16.875","4.56K","-0.07%"
"05/01/2017","16.913","17.300","17.350","16.890","5.06K","-2.44%"
"04/28/2017","17.336","17.360","17.515","17.265","2.04K","-0.41%"
"04/27/2017","17.408","17.600","17.600","17.355","3.07K","-0.13%"
"04/26/2017","17.431","17.650","17.695","17.355","67.57K","-1.29%"
"04/25/2017","17.659","17.990","18.050","17.590","61.72K","-1.52%"
"04/24/2017","17.932","18.035","18.035","17.625","46.78K","-0.03%"
"04/21/2017","17.937","18.095","18.095","17.865","42.18K","-0.89%"
"04/20/2017","18.098","18.220","18.295","17.920","41.78K","-0.78%"
"04/19/2017","18.240","18.375","18.395","18.165","22.21K","-0.60%"
"04/18/2017","18.350","18.500","18.510","18.145","36.12K","-1.29%"
"04/17/2017","18.590","18.650","18.725","18.450","12.42K","0.43%"
"04/13/2017","18.510","18.510","18.605","18.415","83.59K","1.15%"
"04/12/2017","18.300","18.350","18.585","18.245","77.03K","0.25%"
"04/11/2017","18.254","17.950","18.345","17.910","80.61K","1.89%"
"04/10/2017","17.915","17.930","18.025","17.735","72.88K","-1.30%"
"04/07/2017","18.151","18.250","18.490","17.865","118.60K","-0.52%"
"04/06/2017","18.246","18.295","18.355","18.165","50.60K","0.32%"
"04/05/2017","18.187","18.320","18.325","18.145","74.38K","-0.74%"
"04/04/2017","18.323","18.305","18.430","18.210","49.05K","0.61%"
"04/03/2017","18.212","18.265","18.290","18.090","47.76K","-0.24%"
"03/31/2017","18.256","18.135","18.290","18.060","53.64K","0.27%"
"03/30/2017","18.206","18.250","18.315","18.070","63.77K","-0.25%"
"03/29/2017","18.252","18.205","18.275","18.055","58.01K","0.00%"
"03/28/2017","18.252","18.120","18.260","18.025","72.06K","0.80%"
"03/27/2017","18.108","17.805","18.150","17.780","59.65K","2.03%"
"03/24/2017","17.748","17.595","17.800","17.540","42.18K","0.88%"
"03/23/2017","17.593","17.555","17.710","17.525","51.80K","0.09%"
"03/22/2017","17.578","17.565","17.605","17.460","42.98K","-0.03%"
"03/21/2017","17.583","17.445","17.620","17.340","56.00K","0.83%"
"03/20/2017","17.438","17.425","17.475","17.365","29.24K","0.14%"
"03/17/2017","17.413","17.340","17.425","17.230","39.67K","0.48%"
"03/16/2017","17.330","17.345","17.585","17.255","77.18K","2.41%"
"03/15/2017","16.923","16.890","17.370","16.825","72.91K","0.00%"
"03/14/2017","16.923","16.985","17.065","16.875","48.42K","-0.29%"
"03/13/2017","16.972","17.050","17.160","16.965","49.02K","0.29%"
"03/10/2017","16.923","16.980","17.105","16.855","75.85K","-0.66%"
"03/09/2017","17.036","17.255","17.310","16.955","67.23K","-1.51%"
"03/08/2017","17.298","17.520","17.570","17.240","59.44K","-1.36%"
"03/07/2017","17.536","17.800","17.820","17.495","55.27K","-1.33%"
"03/06/2017","17.773","17.990","17.995","17.735","49.10K","0.19%"
"03/03/2017","17.740","17.800","18.010","17.660","81.26K","-0.05%"
"03/02/2017","17.748","18.465","18.480","17.705","98.44K","-4.01%"
"03/01/2017","18.489","18.360","18.510","18.270","77.48K","0.11%"
"02/28/2017","18.469","18.315","18.510","18.280","63.46K","0.28%"
"02/27/2017","18.417","18.420","18.540","18.265","70.99K","0.06%"
"02/24/2017","18.406","18.225","18.460","18.210","59.07K","1.60%"
"02/23/2017","18.117","18.000","18.210","17.925","98.98K","0.93%"
"02/22/2017","17.950","17.960","18.040","17.905","73.45K","-0.50%"
"02/21/2017","18.040","18.020","18.100","17.860","0.13K","0.22%"
"02/20/2017","18.001","17.995","18.070","17.815","108.79K","-0.16%"
"02/17/2017","18.030","18.075","18.095","17.970","54.20K","-0.24%"
"02/16/2017","18.074","17.970","18.140","17.935","73.03K","0.62%"
"02/15/2017","17.963","17.955","17.990","17.755","71.90K","0.41%"
"02/14/2017","17.889","17.810","18.090","17.730","78.31K","0.38%"
"02/13/2017","17.821","17.940","18.015","17.755","59.33K","-0.62%"
"02/10/2017","17.933","17.640","18.020","17.545","90.40K","1.08%"
"02/09/2017","17.741","17.780","17.845","17.615","65.79K","0.20%"
"02/08/2017","17.705","17.700","17.875","17.620","66.25K","-0.29%"
"02/07/2017","17.756","17.740","17.795","17.560","55.46K","0.36%"
"02/06/2017","17.693","17.520","17.760","17.460","46.83K","1.22%"
"02/03/2017","17.479","17.485","17.540","17.260","65.77K","0.29%"
"02/02/2017","17.429","17.565","17.745","17.415","63.07K","-0.12%"
"02/01/2017","17.450","17.570","17.665","17.360","66.31K","-0.53%"
"01/31/2017","17.543","17.130","17.635","17.105","73.62K","2.28%"
"01/30/2017","17.152","17.170","17.295","17.080","57.16K","0.09%"
"01/27/2017","17.136","16.800","17.260","16.635","64.59K","1.70%"
"01/26/2017","16.850","17.010","17.050","16.680","53.18K","-0.77%"
"01/25/2017","16.980","17.110","17.130","16.780","63.42K","-1.19%"
"01/24/2017","17.185","17.250","17.310","17.025","51.74K","-0.01%"
"01/23/2017","17.186","17.120","17.285","17.075","51.76K","0.90%"
"01/20/2017","17.032","17.025","17.195","16.840","64.63K","0.18%"
"01/19/2017","17.002","17.075","17.125","16.745","79.09K","-1.57%"
"01/18/2017","17.274","17.230","17.360","17.060","59.04K","0.73%"
"01/17/2017","17.148","16.845","17.245","16.805","89.80K","0.00%"
"01/16/2017","17.148","16.845","17.245","16.805","89.80K","2.28%"
"01/13/2017","16.765","16.805","16.855","16.610","60.84K","-0.36%"
"01/12/2017","16.825","16.770","17.020","16.755","63.04K","-0.02%"
"01/11/2017","16.828","16.840","16.905","16.560","82.62K","-0.12%"
"01/10/2017","16.848","16.615","16.955","16.575","69.88K","0.99%"
"01/09/2017","16.683","16.520","16.735","16.455","46.50K","0.99%"
"01/06/2017","16.519","16.635","16.715","16.260","68.14K","-0.71%"
"01/05/2017","16.637","16.495","16.760","16.455","67.64K","0.51%"
"01/04/2017","16.552","16.345","16.570","16.300","52.45K","0.87%"
"01/03/2017","16.409","15.970","16.550","15.935","81.14K","2.63%"
"12/30/2016","15.989","16.225","16.345","15.880","44.62K","-1.41%"
"12/29/2016","16.218","16.080","16.310","16.040","41.88K","1.12%"
"12/28/2016","16.038","16.010","16.140","15.865","33.57K","0.31%"
"12/27/2016","15.989","15.805","16.105","15.755","31.24K","1.46%"
"12/23/2016","15.759","15.855","15.900","15.735","25.17K","-0.71%"
"12/22/2016","15.871","16.000","16.085","15.815","42.78K","-0.68%"
"12/21/2016","15.979","16.150","16.240","15.950","44.95K","-0.86%"
"12/20/2016","16.117","16.015","16.165","15.675","58.27K","0.17%"
"12/19/2016","16.089","16.120","16.265","15.955","37.66K","-0.78%"
"12/16/2016","16.215","15.990","16.330","15.975","56.46K","1.61%"
"12/15/2016","15.958","16.855","17.000","15.925","106.12K","-7.33%"
"12/14/2016","17.221","16.965","17.290","16.805","63.17K","1.44%"
"12/13/2016","16.977","17.130","17.230","16.830","46.35K","-1.22%"
"12/12/2016","17.187","16.915","17.265","16.735","53.32K","1.30%"
"12/09/2016","16.967","17.075","17.185","16.850","45.84K","-0.75%"
"12/08/2016","17.096","17.200","17.290","17.025","46.67K","-1.04%"
"12/07/2016","17.275","16.780","17.300","16.705","65.16K","2.77%"
"12/06/2016","16.810","16.790","16.955","16.745","46.29K","-0.53%"
"12/05/2016","16.899","16.940","17.050","16.545","55.81K","0.40%"
"12/02/2016","16.832","16.585","16.870","16.375","62.62K","1.98%"
"12/01/2016","16.506","16.555","16.735","16.300","61.52K","0.15%"
"11/30/2016","16.482","16.690","16.830","16.465","59.66K","-1.54%"
"11/29/2016","16.740","16.690","16.780","16.470","61.49K","0.95%"
"11/28/2016","16.583","16.560","16.850","16.435","66.69K","0.51%"
"11/25/2016","16.499","16.340","16.600","16.210","1.09K","0.18%"
"11/24/2016","16.470","16.375","16.575","16.150","91.69K","0.48%"
"11/23/2016","16.391","16.645","16.725","16.155","78.77K","-1.45%"
"11/22/2016","16.632","16.580","16.885","16.520","65.28K","0.67%"
"11/21/2016","16.521","16.600","16.755","16.505","56.23K","-0.62%"
"11/18/2016","16.624","16.670","16.745","16.430","79.49K","-0.88%"
"11/17/2016","16.772","16.960","17.080","16.575","71.54K","-0.92%"
"11/16/2016","16.927","17.085","17.235","16.855","61.53K","-0.68%"
"11/15/2016","17.043","16.920","17.135","16.820","69.76K","0.89%"
"11/14/2016","16.893","17.390","17.490","16.620","129.85K","-2.81%"
"11/11/2016","17.382","18.605","18.850","17.170","171.37K","-7.23%"
"11/10/2016","18.737","18.475","18.990","18.380","115.36K","1.95%"
"11/09/2016","18.378","18.400","19.005","18.275","156.62K","0.12%"
"11/08/2016","18.356","18.200","18.730","18.175","82.83K","1.13%"
"11/07/2016","18.151","18.270","18.290","18.005","60.42K","-1.20%"
"11/04/2016","18.371","18.360","18.480","18.185","56.40K","-0.24%"
"11/03/2016","18.416","18.500","18.645","17.995","81.28K","-1.48%"
"11/02/2016","18.693","18.375","18.750","18.360","78.45K","1.49%"
"11/01/2016","18.418","17.890","18.510","17.850","92.62K","3.50%"
"10/31/2016","17.796","17.800","17.925","17.755","48.49K","0.00%"
"10/28/2016","17.796","17.600","17.935","17.505","69.83K","0.89%"
"10/27/2016","17.639","17.615","17.725","17.545","44.88K","0.07%"
"10/26/2016","17.626","17.770","17.870","17.575","50.24K","-0.87%"
"10/25/2016","17.780","17.605","17.820","17.510","50.47K","1.00%"
"10/24/2016","17.604","17.520","17.890","17.465","62.96K","0.63%"
"10/21/2016","17.493","17.535","17.560","17.395","34.29K","-0.32%"
"10/20/2016","17.549","17.695","17.745","17.450","50.75K","-0.65%"
"10/19/2016","17.663","17.625","17.790","17.570","43.32K","0.14%"
"10/18/2016","17.638","17.460","17.730","17.455","58.37K","0.94%"
"10/17/2016","17.474","17.450","17.515","17.360","32.94K","0.19%"
"10/14/2016","17.441","17.525","17.600","17.315","53.58K","-0.10%"
"10/13/2016","17.458","17.515","17.705","17.430","49.80K","-0.27%"
"10/12/2016","17.505","17.495","17.640","17.380","45.85K","-0.02%"
"10/11/2016","17.509","17.660","17.855","17.465","59.88K","-0.85%"
"10/10/2016","17.659","17.600","17.840","17.570","58.02K","1.61%"
"10/07/2016","17.380","17.345","17.685","17.115","88.86K","0.20%"
"10/06/2016","17.345","17.785","17.880","17.140","70.90K","-1.98%"
"10/05/2016","17.695","17.805","18.040","17.585","76.92K","-0.45%"
"10/04/2016","17.775","18.875","18.940","17.745","103.46K","-5.79%"
"10/03/2016","18.868","19.260","19.385","18.750","54.29K","-1.80%"
"09/30/2016","19.214","19.160","19.770","19.120","71.48K","0.14%"
"09/29/2016","19.188","19.255","19.460","19.050","54.07K","0.35%"
"09/28/2016","19.121","19.190","19.270","18.975","51.26K","-0.23%"
"09/27/2016","19.165","19.510","19.610","19.045","66.95K","-2.20%"
"09/26/2016","19.596","19.790","19.825","19.425","54.91K","-1.08%"
"09/23/2016","19.810","19.960","20.025","19.665","48.15K","-1.44%"
"09/22/2016","20.099","19.900","20.145","19.785","72.41K","1.67%"
"09/21/2016","19.768","19.320","19.955","19.070","86.74K","2.55%"
"09/20/2016","19.277","19.220","19.365","19.145","35.85K","-0.07%"
"09/19/2016","19.290","18.845","19.380","18.840","48.79K","2.27%"
"09/16/2016","18.862","19.060","19.085","18.715","42.33K","-0.94%"
"09/15/2016","19.041","19.020","19.280","18.875","46.09K","-0.13%"
"09/14/2016","19.066","18.940","19.175","18.845","37.25K","0.48%"
"09/13/2016","18.975","19.160","19.350","18.855","60.57K","-0.13%"
"09/12/2016","19.000","19.205","19.245","18.765","82.09K","-1.90%"
"09/09/2016","19.368","19.680","19.725","19.080","54.92K","-1.58%"
"09/08/2016","19.678","19.870","20.020","19.630","51.48K","-0.86%"
"09/07/2016","19.848","20.115","20.235","19.815","54.32K","-1.24%"
"09/06/2016","20.098","19.450","20.100","19.400","0.04K","-0.20%"
"09/05/2016","20.138","19.470","20.220","19.380","99.64K","3.99%"
"09/02/2016","19.366","18.955","19.535","18.825","69.38K","2.23%"
"09/01/2016","18.943","18.720","18.995","18.650","46.53K","1.26%"
"08/31/2016","18.707","18.660","18.930","18.600","43.36K","0.18%"
"08/30/2016","18.673","18.960","19.040","18.645","55.58K","-0.51%"
"08/29/2016","18.768","18.610","18.880","18.370","47.46K","0.63%"
"08/26/2016","18.651","18.490","19.035","18.470","83.39K","0.88%"
"08/25/2016","18.489","18.500","18.620","18.440","54.91K","-0.36%"
"08/24/2016","18.556","18.820","18.965","18.500","72.85K","-1.93%"
"08/23/2016","18.922","18.865","19.090","18.770","64.03K","0.33%"
"08/22/2016","18.859","19.250","19.250","18.710","91.31K","-2.37%"
"08/19/2016","19.317","19.775","19.800","19.220","81.21K","-2.14%"
"08/18/2016","19.740","19.695","19.940","19.625","71.17K","0.47%"
"08/17/2016","19.648","19.820","19.895","19.375","78.99K","-1.14%"
"08/16/2016","19.874","19.855","20.120","19.715","71.35K","0.14%"
"08/15/2016","19.847","19.755","20.050","19.700","44.25K","0.73%"
"08/12/2016","19.703","20.000","20.235","19.660","77.23K","-1.58%"
"08/11/2016","20.020","20.190","20.340","19.905","73.47K","-0.74%"
"08/10/2016","20.170","19.920","20.515","19.900","73.11K","1.61%"
"08/09/2016","19.850","19.750","19.900","19.605","44.73K","0.23%"
"08/08/2016","19.805","19.550","19.890","19.515","49.35K","-0.06%"
"08/05/2016","19.817","20.410","20.470","19.715","81.16K","-3.06%"
"08/04/2016","20.443","20.450","20.550","20.080","58.94K","-0.14%"
"08/03/2016","20.471","20.675","20.770","20.405","45.74K","-1.11%"
"08/02/2016","20.701","20.530","20.835","20.385","64.98K","0.98%"
"08/01/2016","20.500","20.410","20.695","20.335","57.83K","0.75%"
"07/29/2016","20.347","20.225","20.455","20.005","65.05K","0.77%"
"07/28/2016","20.192","20.420","20.585","20.155","64.91K","0.99%"
"07/27/2016","19.995","19.710","20.470","19.575","71.22K","1.59%"
"07/26/2016","19.683","19.625","19.800","19.490","33.53K","0.18%"
"07/25/2016","19.647","19.695","19.760","19.355","45.00K","-0.21%"
"07/22/2016","19.689","19.870","20.020","19.620","45.74K","-0.64%"
"07/21/2016","19.815","19.450","19.935","19.270","62.36K","1.03%"
"07/20/2016","19.613","19.970","20.050","19.385","60.50K","-1.97%"
"07/19/2016","20.007","20.115","20.125","19.870","36.20K","-0.34%"
"07/18/2016","20.075","20.235","20.295","19.770","49.92K","-0.45%"
"07/15/2016","20.165","20.390","20.395","20.060","51.47K","-0.77%"
"07/14/2016","20.322","20.450","20.615","20.060","61.95K","-0.45%"
"07/13/2016","20.413","20.220","20.550","19.955","61.33K","1.20%"
"07/12/2016","20.171","20.365","20.595","20.020","82.20K","-0.66%"
"07/11/2016","20.304","20.400","20.760","20.170","73.60K","1.02%"
"07/08/2016","20.099","19.735","20.390","19.280","81.31K","1.32%"
"07/07/2016","19.838","20.165","20.335","19.525","68.74K","-1.81%"
"07/06/2016","20.203","20.015","20.585","19.930","77.47K","1.49%"
"07/05/2016","19.907","19.840","21.225","19.610","172.61K","0.00%"
"07/04/2016","19.907","19.840","21.225","19.610","172.61K","1.63%"
"07/01/2016","19.588","18.815","19.980","18.795","90.85K","5.18%"
"06/30/2016","18.623","18.360","18.900","18.260","56.08K","1.17%"
"06/29/2016","18.407","17.865","18.580","17.845","90.51K","3.16%"
"06/28/2016","17.843","17.800","17.880","17.550","61.14K","0.56%"
"06/27/2016","17.744","17.790","17.940","17.660","71.08K","-0.25%"
"06/24/2016","17.789","17.150","18.370","17.105","84.60K","2.51%"
"06/23/2016","17.353","17.250","17.500","17.215","57.37K","0.24%"
